url,status,error,ms,html_kb,lang,title,title_len,meta_description,desc_len,robots,canonical,h1,h1_count,h2_count,word_count,img_count,img_missing_alt,img_missing_dims,internal_links,external_links,scripts,css,schema_types,in_sitemap
https://flavory.wine/?reviews=karolien,200,,3164,200,nl-NL,Karolien - Flavory,18,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?reviews=karolien,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?reviews=nele,200,,3736,200,nl-NL,Nele - Flavory,14,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?reviews=nele,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?reviews=review-1,200,,4175,201,nl-NL,Ingrid - Flavory,16,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?reviews=review-1,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?reviews=review-2,200,,4526,201,nl-NL,Peter - Flavory,15,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?reviews=review-2,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?reviews=review-3,200,,4139,201,nl-NL,Sophie - Flavory,16,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?reviews=review-3,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?store=huis-manendonckx,200,,4435,201,nl-NL,Huis Manendonckx - Flavory,26,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?store=huis-manendonckx,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?store=wijnhuis-bollaert,200,,4354,201,nl-NL,Wijnhuis Bollaert - Flavory,27,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?store=wijnhuis-bollaert,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?store=winkel-1,200,,4773,201,nl-NL,Entrepot du Vin - Flavory,25,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?store=winkel-1,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?store=winkel-2,200,,4557,201,nl-NL,Mondovino - Flavory,19,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?store=winkel-2,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/?store=winkel-3,200,,4476,201,nl-NL,Dranken Hinderdael - Flavory,28,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/?store=winkel-3,,0,0,117,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/alcoholvrije-wijnen/,200,,4424,208,nl-NL,Alcoholvrije wijnen - Flavory,29,Welke wijn past perfect bij jouw sterrenbeeld? En wat heeft Valentijn voor jou in petto? Ontdek het in onze nieuwe blog.,120,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/alcoholvrije-wijnen/,,0,1,555,13,4,0,36,15,54,22,WebPage;ImageObject;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/algemene-voorwaarden/,200,,2654,210,nl-NL,Algemene voorwaarden - Flavory,30,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/algemene-voorwaarden/,Algemene voorwaarden,1,0,1687,10,1,0,36,14,54,22,WebPage;BreadcrumbList;WebSite;Organization,True
https://flavory.wine/blog/,200,,5690,299,nl-NL,Blog - Flavory,14,"Laat je inspireren door onze tips, verhalen en ideeën voor wijnliefhebbers. Van blind proeven tot cadeaus: ontdek alles op de Flavory blog.",139,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/,Blog,1,0,1018,28,1,0,90,14,57,24,"WebPage,CollectionPage;BreadcrumbList;WebSite;Organization",True
https://flavory.wine/blog/5-redenen-waarom-flavory-het-leukste-wijngeschenk-is/,200,,7445,411,nl-NL,Leukste wijngeschenk voor elke gelegenheid - Flavory,52,"Ontdek 5 redenen waarom Flavory het leukste wijngeschenk is. Verras met een originele wijnbox vol plezier, smaak en gezelligheid – ideaal voor elke gelegenheid.",160,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/5-redenen-waarom-flavory-het-leukste-wijngeschenk-is/,5 Redenen waarom Flavory het leukste wijngeschenk is,1,7,2224,44,6,1,125,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/balans-in-wijn/,200,,7406,383,nl-NL,Balans in wijn – het geheim van goede wijn | Flavory,52,"Wijn moet niet duur maar wel in balans zijn. Ontdek hoe zuren, suikers, alcohol en tannines samen een goede wijn maken.",119,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/balans-in-wijn/,"Work-Wine Balance, of het geheim van goede wijn",1,5,2379,39,1,1,124,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/blind-wijn-proeven/,200,,7516,391,nl-NL,Blind wijn proeven: je hersenen liegen altijd,45,"Blind wijn proeven is moeilijker dan je denkt. Zelfs experts vergissen zich. Ontdek waarom je hersenen je foppen, en durf het zelf te testen.",141,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/blind-wijn-proeven/,Blind wijn proeven: je hersenen liegen altijd,1,6,2615,40,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/de-ene-rose-is-de-andere-niet/,200,,7326,384,nl-NL,De ene rosé is de andere niet... - Flavory,42,"Wijn kiezen in de supermarkt? Ontdek de 5 belangrijkste drijfveren: herkenning, prijs, etiket, medailles en geluk. Tips om de beste keuze te maken!",147,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/de-ene-rose-is-de-andere-niet/,De ene rosé is de andere niet…,1,8,2226,39,1,1,121,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/drie-redenen-waarom-geen-twee-wijnen-ooit-helemaal-hetzelfde-smaken/,200,,6973,398,nl-NL,Waarom geen twee wijnen ooit hetzelfde smaken - Flavory,55,"Wijn kiezen in de supermarkt? Ontdek de 5 belangrijkste drijfveren: herkenning, prijs, etiket, medailles en geluk. Tips om de beste keuze te maken!",147,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/drie-redenen-waarom-geen-twee-wijnen-ooit-helemaal-hetzelfde-smaken/,Waarom geen twee wijnen ooit hetzelfde smaken,1,6,2413,41,3,1,121,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/het-prille-begin-van-flavory-anno-2017/,200,,6824,385,nl-NL,Het prille begin van Flavory (anno 2017) - Flavory,50,"Duik in het begin van Flavory, ontstaan in 2017 uit pure passie voor wijn. Lees het verhaal achter het leukste wijnspel van België en Nederland.",144,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/het-prille-begin-van-flavory-anno-2017/,Het prille begin van Flavory (anno 2017),1,5,2435,39,1,1,126,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/is-dure-wijn-beter/,200,,6655,383,nl-NL,Is dure wijn beter dan goedkope wijn?,37,Wat maakt wijn duur? Is dure wijn beter? Dat hangt af van je budget en hoeveel je geniet van het extra laagje diepgang in je glas.,130,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/is-dure-wijn-beter/,Is dure wijn beter?,1,5,2296,39,1,1,122,16,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/italiaanse-rode-wijnen/,200,,6868,392,nl-NL,Italiaanse rode wijnen: 5 klassiekers die je móét proeven,57,Vind jij Italiaanse rode wijnen ook zo ingewikkeld? Wij zetten 5 betaalbare klassiekers op een rij waarmee je direct de smaak te pakken krijgt.,143,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/italiaanse-rode-wijnen/,Welke Italiaanse wijn moet je echt eens proeven?,1,5,2262,40,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/luxe-wijnpakket-als-geschenk/,200,,6216,394,nl-NL,Luxe wijnpakket als geschenk. Vermijd stress met dit wijnspel.,62,"Kies dit jaar een origineel kerstcadeau. Bestel vroeg, geniet van de hoogste korting en verras met een luxe wijnpakket als geschenk.",132,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/luxe-wijnpakket-als-geschenk/,To stress or not to stress. That’s the question. Een luxe wijnpakket als geschenk is the answer.,1,6,2459,40,1,1,123,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/natuurwijn-kopen/,200,,5368,382,nl-NL,Natuurwijn kopen: hype of eerlijk glas?,39,")Wil je natuurwijn kopen maar weet je niet wat je krijgt? Troebel, funky, vegan. Bart legt uit wat het écht is en of het de moeite waard is.",140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/natuurwijn-kopen/,Natuurwijn kopen: hype of eerlijk glas?,1,8,2649,39,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/op-zoek-naar-het-leukste-kerstcadeau-van-2025-ontdek-waarom-de-flavory-wijnproeverij-het-perfecte-geschenk-is/,200,,5892,411,nl-NL,5 redenen waarom Flavory het leukste kerstcadeau van 2025 is,60,"Op zoek naar het leukste kerstcadeau van 2025? Ontdek waarom de Flavory wijnproeverij het perfecte geschenk is. Gezellig, leerzaam en uniek.",140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/op-zoek-naar-het-leukste-kerstcadeau-van-2025-ontdek-waarom-de-flavory-wijnproeverij-het-perfecte-geschenk-is/,Het leukste kerstcadeau van 2025? Dat is het wijnspel van Flavory.,1,7,2348,40,1,1,126,16,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/originele-date-night-thuis/,200,,5673,394,nl-NL,Originele date night thuis: De beste wijnen voor koppels,56,"Wil je een originele date night thuis organiseren? Ontdek de beste bubbels, rode en witte wijn voor een romantische avond met het Flavory wijnspel",146,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/originele-date-night-thuis/,De beste wijnen voor een originele date night thuis,1,7,2339,40,1,1,122,17,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/relatiegeschenken-slimme-investering-of-weggegooid-budget/,200,,5840,386,nl-NL,Waarom geef je eigenlijk een relatiegeschenk?,45,"Relatiegeschenken: slimme investering of weggegooid budget? Een kritische blik op dankbaarheid, branding en het juiste cadeau.",126,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/relatiegeschenken-slimme-investering-of-weggegooid-budget/,Relatiegeschenken: slimme investering of weggegooid budget?,1,7,2537,39,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/slow-wine-moederdag-het-verhaal-achter-de-slak/,200,,6320,383,nl-NL,Slow Wine Moederdag: eerlijke wijn als échte beleving,53,"Slow wine Moederdag begint met een verhaal: Carlo Petrini, penne als protest en een slak als symbool. Wijn is het mooiste cadeau!",129,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/slow-wine-moederdag-het-verhaal-achter-de-slak/,Slow wine Moederdag: het verhaal achter de slak,1,8,2636,39,1,1,123,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/start-to-wijnkelder-welke-types-wijn-moet-je-altijd-in-huis-hebben/,200,,6073,386,nl-NL,Welke wijn moet je altijd in huis hebben? - Flavory,51,,0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/start-to-wijnkelder-welke-types-wijn-moet-je-altijd-in-huis-hebben/,Welke wijn moet je altijd in huis hebben?,1,6,2415,39,1,1,121,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/valentijn-wijn-horoscoop-2026/,200,,7180,414,nl-NL,Valentijn Horoscoop 2026: Ontdek jouw ideale wijnmatch | Flavory,64,Welke wijn past bij jouw sterrenbeeld? Ontdek je match in onze Valentijn Horoscoop 2026 en maak je blinde proeverij thuis onvergetelijk,135,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/valentijn-wijn-horoscoop-2026/,Valentijn Horoscoop 2026: Welke wijn past bij jouw sterrenbeeld?,1,3,2832,40,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/verdwaald-in-de-wijnrayon/,200,,7106,383,nl-NL,VIDEO - Verdwaald in de Wijnrayon - Flavory,43,"Wijn kiezen in de supermarkt? Ontdek de 5 belangrijkste drijfveren: herkenning, prijs, etiket, medailles en geluk. Tips om de beste keuze te maken!",147,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/verdwaald-in-de-wijnrayon/,VIDEO – Verdwaald in de Wijnrayon,1,2,2347,39,1,1,121,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/vijf-cadeaus-die-iedereen-geeft-en-een-dat-bijblijft/,200,,6704,385,nl-NL,Origineel wijncadeau: geef iets dat écht bijblijft,50,"Geef dit jaar een origineel wijncadeau. Flavory combineert wijn, spel en sfeer in één box. Verrassend, gezellig én snel geleverd.",129,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/vijf-cadeaus-die-iedereen-geeft-en-een-dat-bijblijft/,Vijf cadeaus die iedereen geeft (en één dat bijblijft),1,3,2478,39,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/waarom-een-wijnavond-met-vriendinnen-soms-belangrijker-is-dan-therapie-dupliceren/,200,,6297,386,nl-NL,Datenight met wijn: slimmer dan samen een wijncursus volgen,59,"Waarom datenight met wijnproeven slimmer is dan een zware wijncursus: romantische avond thuis, samen leren en lachen met Flavory Date Night.",140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/waarom-een-wijnavond-met-vriendinnen-soms-belangrijker-is-dan-therapie-dupliceren/,Wijnproeven op date night,1,7,2573,39,1,1,123,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/waarom-een-wijnavond-met-vriendinnen-soms-belangrijker-is-dan-therapie/,200,,6087,384,nl-NL,Waarom een wijnavond met vriendinnen beter werkt dan therapie,61,"Waarom een wijnavond met vriendinnen meer is dan een glas wijn: ontladen, lachen en bijpraten met je allerliefste wittewijnwijven",129,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/waarom-een-wijnavond-met-vriendinnen-soms-belangrijker-is-dan-therapie/,Waarom een wijnavond met vriendinnen soms belangrijker is dan therapie,1,6,2374,39,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/waarom-smaakt-elke-wijn-anders/,200,,7205,385,nl-NL,Waarom smaakt elke wijn anders? - Flavory,41,"Wijn kiezen in de supermarkt? Ontdek de 5 belangrijkste drijfveren: herkenning, prijs, etiket, medailles en geluk. Tips om de beste keuze te maken!",147,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/waarom-smaakt-elke-wijn-anders/,Waarom smaakt elke wijn anders?,1,2,2197,39,1,1,121,14,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/wat-te-doen-op-een-vriendenweekend-organiseer-een-wijnproeverij-spel/,200,,7238,412,nl-NL,Wat te doen op vriendenweekend? Wijnproeverij Spel,50,Zoek je een originele activiteit voor je vriendenweekend? Ontdek hoe je met het Flavory wijnproeverij spel een onvergetelijke avond organiseert.,144,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/wat-te-doen-op-een-vriendenweekend-organiseer-een-wijnproeverij-spel/,Wat te doen op een vriendenweekend? Organiseer een Wijnproeverij Spel!,1,5,2352,40,1,1,123,18,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/welke-wijn-bij-welk-gerecht-spiekbriefje/,200,,6948,393,nl-NL,Welke wijn bij welk gerecht? Jouw spiekbriefje voor de supermarkt,65,Sta je in de supermarkt en twijfel je welke wijn bij welk gerecht past? Wijn is als peper en zout. Gebruik ons handige Flavory spiekbriefje.,140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/welke-wijn-bij-welk-gerecht-spiekbriefje/,Welke wijn bij welk gerecht? Jouw spiekbriefje voor in de supermarkt,1,5,2368,40,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
https://flavory.wine/blog/welke-wijn-moet-je-altijd-in-huis-hebben-ontdek-de-beste-keuzes-voor-elke-gelegenheid/,200,,6711,387,nl-NL,Beste wijnen voor thuis: Kies de perfecte fles - Flavory,56,Op zoek naar de beste wijnen voor thuis? Ontdek welke flessen je altijd in huis moet hebben en waarom de wijnboxen van Flavory ideaal zijn om smaakvol én speels te genieten.,173,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/welke-wijn-moet-je-altijd-in-huis-hebben-ontdek-de-beste-keuzes-voor-elke-gelegenheid/,Welke wijn moet je altijd in huis hebben? Ontdek de beste keuzes voor elke gelegenheid.,1,6,2509,39,1,1,125,14,59,28,"Article,BlogPosting;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person",True
https://flavory.wine/blog/wijn-cadeau-pasen/,200,,5853,383,nl-NL,Wijn cadeau met Pasen: origineler dan chocolade,47,Op zoek naar een origineel wijn cadeau Pasen? Ontdek waaromeen fles uit Moldavië of Georgië meer indruk maakt danchocolade,122,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://flavory.wine/blog/wijn-cadeau-pasen/,Wijn cadeau met Pasen: origineler dan chocolade,1,5,2692,39,1,1,122,15,59,28,Article;WebPage;ImageObject;BreadcrumbList;WebSite;Organization;Person,True
